study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	sd	median	min	max	se	cv	unit	comments
Huang2021	cyp2c9_1_3	5.0	LOS50	auc_ratio	exp3174/losartan	plasma	HPLC	36.0	hr	2.67	1.4	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	cmax	losartan	plasma	HPLC	NA	NA	327.2	144.6	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	auc_end	losartan	plasma	HPLC	36.0	hr	926.3	450.5	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	auc_inf	losartan	plasma	HPLC	NA	NA	926.3	450.5	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	tmax	losartan	plasma	HPLC	NA	NA	1.47	0.6	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	thalf	losartan	plasma	HPLC	NA	NA	1.81	0.51	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	oral clearance	losartan	plasma	HPLC	NA	NA	65.11	30.02	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	cmax	exp3174	plasma	HPLC	NA	NA	283.6	82.63	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	auc_end	exp3174	plasma	HPLC	36.0	hr	2335.0	851.8	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	auc_inf	exp3174	plasma	HPLC	NA	NA	2363.0	875.6	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	tmax	exp3174	plasma	HPLC	NA	NA	3.6	1.52	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	thalf	exp3174	plasma	HPLC	NA	NA	5.23	0.91	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	oral clearance	exp3174	plasma	HPLC	NA	NA	23.4	7.8	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_3	5.0	LOS50, BRE40	auc_ratio	exp3174/losartan	plasma	HPLC	36.0	hr	2.72	0.72	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	cmax	losartan	plasma	HPLC	NA	NA	281.7	130.7	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	auc_end	losartan	plasma	HPLC	36.0	hr	526.1	140.1	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	auc_inf	losartan	plasma	HPLC	NA	NA	526.1	140.1	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	tmax	losartan	plasma	HPLC	NA	NA	1.56	0.78	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	thalf	losartan	plasma	HPLC	NA	NA	1.93	0.59	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	oral clearance	losartan	plasma	HPLC	NA	NA	101.2	28.36	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	cmax	exp3174	plasma	HPLC	NA	NA	365.5	132.3	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	auc_end	exp3174	plasma	HPLC	36.0	hr	2333.0	477.2	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	auc_inf	exp3174	plasma	HPLC	NA	NA	2338.0	477.6	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	tmax	exp3174	plasma	HPLC	NA	NA	3.28	0.93	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	thalf	exp3174	plasma	HPLC	NA	NA	3.81	1.15	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	oral clearance	exp3174	plasma	HPLC	NA	NA	22.14	4.51	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50	auc_ratio	exp3174/losartan	plasma	HPLC	36.0	hr	4.56	0.83	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	cmax	losartan	plasma	HPLC	NA	NA	383.0	241.4	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	auc_end	losartan	plasma	HPLC	36.0	hr	634.4	236.3	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	auc_inf	losartan	plasma	HPLC	NA	NA	634.4	236.3	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	tmax	losartan	plasma	HPLC	NA	NA	1.25	0.61	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	thalf	losartan	plasma	HPLC	NA	NA	2.16	0.05	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	oral clearance	losartan	plasma	HPLC	NA	NA	87.67	30.92	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	cmax	exp3174	plasma	HPLC	NA	NA	411.0	191.8	NA	NA	NA	NA	NA	mg/ml	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	auc_end	exp3174	plasma	HPLC	36.0	hr	2679.0	1039.0	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	auc_inf	exp3174	plasma	HPLC	NA	NA	2691.0	1048.0	NA	NA	NA	NA	NA	mg/ml*hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	tmax	exp3174	plasma	HPLC	NA	NA	3.22	1.22	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	thalf	exp3174	plasma	HPLC	NA	NA	3.9	1.87	NA	NA	NA	NA	NA	hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	oral clearance	exp3174	plasma	HPLC	NA	NA	22.75	13.74	NA	NA	NA	NA	NA	l/hr	NA
Huang2021	cyp2c9_1_1	6.0	LOS50, BRE40	auc_ratio	exp3174/losartan	plasma	HPLC	36.0	hr	4.58	1.79	NA	NA	NA	NA	NA	mg/ml*hr	NA
