study	group	count	intervention	measurement_type	label	substance	tissue	method	time	time_unit	mean	sd	median	min	max	se	cv	unit	comments
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	8.0	hr	106.0	8.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	10.0	hr	109.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	12.0	hr	108.0	5.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	14.0	hr	109.0	7.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	24.0	hr	109.0	7.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_50	6.0	LOS50	blood pressure systolic	sbp_50	NA	NA	sphygmomanometer	30.0	hr	110.0	9.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	0.0	hr	114.0	12.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	0.5	hr	114.0	11.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	1.0	hr	113.0	15.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	2.0	hr	113.0	12.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	3.0	hr	110.0	11.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	4.0	hr	110.0	12.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	6.0	hr	108.0	12.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	8.0	hr	107.0	10.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	10.0	hr	111.0	11.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	12.0	hr	112.0	12.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	14.0	hr	112.0	10.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	24.0	hr	106.0	9.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_100	6.0	LOS100	blood pressure systolic	sbp_100	NA	NA	sphygmomanometer	30.0	hr	110.0	11.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	0.0	hr	110.0	7.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	0.5	hr	107.0	5.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	1.0	hr	105.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	2.0	hr	108.0	5.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	3.0	hr	103.0	3.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	4.0	hr	103.0	5.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	6.0	hr	98.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	8.0	hr	100.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	10.0	hr	101.0	2.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	12.0	hr	108.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	14.0	hr	103.0	6.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	24.0	hr	104.0	3.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_200	6.0	LOS200	blood pressure systolic	sbp_200	NA	NA	sphygmomanometer	30.0	hr	109.0	7.0	NA	NA	NA	NA	NA	mmHg	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	0.0	hr	57.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	0.5	hr	58.0	5.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	1.0	hr	58.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	2.0	hr	58.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	3.0	hr	57.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	4.0	hr	57.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	6.0	hr	66.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	8.0	hr	64.0	4.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	10.0	hr	63.0	5.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	12.0	hr	65.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	14.0	hr	66.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	24.0	hr	57.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_25	6.0	LOS25	heart rate	hr_25	NA	NA	NR	30.0	hr	69.0	4.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	0.0	hr	58.0	10.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	0.5	hr	57.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	1.0	hr	56.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	2.0	hr	56.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	3.0	hr	54.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	4.0	hr	55.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	6.0	hr	63.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	8.0	hr	58.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	10.0	hr	58.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	12.0	hr	63.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	14.0	hr	63.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	24.0	hr	56.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_50	6.0	LOS50	heart rate	hr_50	NA	NA	NR	30.0	hr	66.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	0.0	hr	58.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	0.5	hr	60.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	1.0	hr	59.0	5.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	2.0	hr	59.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	3.0	hr	57.0	4.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	4.0	hr	59.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	6.0	hr	67.0	4.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	8.0	hr	66.0	4.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	10.0	hr	62.0	5.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	12.0	hr	69.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	14.0	hr	65.0	5.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	24.0	hr	62.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_100	6.0	LOS100	heart rate	hr_100	NA	NA	NR	30.0	hr	71.0	3.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	0.0	hr	62.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	0.5	hr	61.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	1.0	hr	62.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	2.0	hr	61.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	3.0	hr	60.0	7.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	4.0	hr	61.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	6.0	hr	62.0	6.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	8.0	hr	63.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	10.0	hr	65.0	10.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	12.0	hr	67.0	8.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	14.0	hr	65.0	11.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	24.0	hr	58.0	9.0	NA	NA	NA	NA	NA	1/s	NA
Ohtawa1993	single_dose_200	6.0	LOS200	heart rate	hr_200	NA	NA	NR	30.0	hr	68.0	10.0	NA	NA	NA	NA	NA	1/s	NA
